,Tweet_text,0
695,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
696,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
697,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
698,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
699,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
700,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
701,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
702,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
703,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
704,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
705,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
706,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
707,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
708,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
709,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
710,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
711,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
712,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
713,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
714,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
715,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
716,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
717,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
718,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
719,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
720,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
721,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
722,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
723,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
724,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
725,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
726,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
727,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
728,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
729,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
730,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
731,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
732,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
733,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
734,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
735,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
736,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
737,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
738,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
739,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
740,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
741,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
742,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
743,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
744,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
745,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
746,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
747,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
748,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
749,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
750,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
751,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
752,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
753,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
754,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
755,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
756,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
757,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
758,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
759,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
760,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
761,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
762,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
763,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
764,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
765,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
766,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
767,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
768,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
769,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
770,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
771,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
772,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
773,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
774,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
775,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
776,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
777,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
778,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
779,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
780,,"On this day in 1953, Watson & Crick announced discovery of #DNA double helix; a feat made possible by work of Rosalind Franklin #womeninSTEM "
781,,"Lego approved the @LegoNASAWomen set designed by MIT staff member Maia Weinstock @20tauri, which celebrates the history of #WomeninSTEM.  "
782,,"To kick off #womenshistorymonth, a new video series featuring MIT #womeninSTEM. First up: Margaret Hamilton "
783,,Women in #VRAR Funding is drying up for #VR But there's still money for #AR and #WomeninMR #MixedReality #IoTNZ #WomeninTECH #WomeninSTEM 
784,,"Day 3 of #WomensHistoryMonth early modern #womeninSTEM: Caterina Sforza (1463-1509), alchemist, maker of medicines, and experimenter. "
785,,"Our next event is on Saturday, April 1! We are presenting another Women In Stem Panel at @ATT headquarters and we hope you will join us."
786,,Teaching middle school girls to be wildlife biologists! #discoveringthescientistwithin #womeninSTEM @OSUAgSci #osufw @OregonState
787,,Teaching kids how #reallivingscientist do sampling of #wildlife #WomeninScience #womeninstem #nature #actuallivingscientist #OSUFW #scicomm – At Oregon State University
788,,"Thanks @mmbar28 ! Yes indeed, I have an ongoing #womeninstem #sciart series"
789,,INSPIRE Women Act signed into law this week. This bipartisan piece of leg. is to advance young women in #STEM http://www.loudountimes.com/news/article/bill_introduced_by_barbara_comstock_to_encourage_women_in_science432 … #VA10
790,,We make a cracking scab model!! #art #WomenInSTEM @girlguidingLSW Thank you @CentreoftheCell
791,,"Women in STEM SciFest@School @StWolstansTY. Looking forward to seeing the projects @ittallaght in May. @tyyearireland @GirlsHackIRL 
@KWETB"
792,,Women in STEM SciFest@School @stwolstans @WITSIreland @IoPITeachers @WiSERtcd @Intel_IRL @Womenintech_CIT @scienceirel @SmartFuturesIE
793,,So excited as a @QMULAlumni to return to @QMUL today via @CentreoftheCell visit with @girlguidingLSW #womeninSTEM day & @ggbattersea Guides
794,,Having a great time @CentreoftheCell learning about our bodies #WomenInSTEM @Guiding_LaSER @girlguidingLSW
795,,Getting all the info on building muscles. Fun fact: we have 50-100 trillion cells in our body and 260+ types! #WomenInSTEM @Guiding_LaSER
796,,"Pleasantly surprised by the number of women at the #NSSC17, speakers and delegates alike. Women in STEM are on the up!"
797,,Qubaa Pitching their idea to Judges @kavekeruth  @technovation  #womeninSTEM #GirlsforAchange
798,,Did a Cyber Clinic at the Attorney General's office! #WomenAndTechnology  #womenintech #womeninstem 
799,,Thank you to the amazing and inspiring women from the Women in STEM panel this morning.  #fhsstudentchoiceday
